"SEC Region","Organization CRD#","Additional CRD Number","Total number of additional CRD numbers","SEC#","Firm Type","CIK#","Total number of CIK numbers","Primary Business Name","Legal Name","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Total number of offices, other than your Principal Office and place of business","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","SEC Current Status","SEC Status Effective Date","Jurisdiction Notice Filed-Effective Date","Latest ADV Filing Date","Form Version","1I","Website Address","Total Number of Website Addresses","Location of Books and Records Street Address 1","Location of Books and Records Street Address 2","Location of Books and Records City","Location of Books and Records State","Location of Books and Records Country","Location of Books and Records Postal Code","Total Number of Books and Records Locations","1M","1N","1O","1O - If yes, approx. amount of assets","1P","2B(1)","2B(2)","2B(3)","3A","3A-Other","3B","3C-State","3C-Country","6A(1)","6A(2)","6A(3)","6A(4)","6A(5)","6A(6)","6A(7)","6A(8)","6A(9)","6A(10)","6A(11)","6A(12)","6A(13)","6A(14)","6A(14)-Other","6B(1)","6B(2)","6B(3)","7A(1)","7A(2)","7A(3)","7A(4)","7A(5)","7A(6)","7A(7)","7A(8)","7A(9)","7A(10)","7A(11)","7A(12)","7A(13)","7A(14)","7A(15)","7A(16)","Count of IA Affiliates","Count of IA/BD Affiliates","Count of BD Affiliates","Control/Controlled by Related Person","Under Common Control","Share Supervised Persons","Share Location","7B","Count of Private Funds - 7B(1)","Any PFs a Master","Any Hedge Funds","Total number of Hedge funds","Any Liquidity Funds","Total number of Liquidity funds","Any PE Funds","Total number of PE funds","Any Real Estate Funds","Total number of Real Estate funds","Any Securitized Funds","Total number of Securitized funds","Any VC Funds","Total number of VC funds","Any Other Funds","Total number of Other funds","Total Gross Assets of Private Funds","Count of Private Funds - 7B(2)","10A","Count of Control person Public Reporting Company","11","11A(1)","Count of 11A(1) disclosures","11A(2)","Count of 11A(2) disclosures","11B(1)","Count of 11B(1) disclosures","11B(2)","Count of 11B(2) disclosures","11C(1)","Count of 11C(1) disclosures","11C(2)","Count of 11C(2) disclosures","11C(3)","Count of 11C(3) disclosures","11C(4)","Count of 11C(4) disclosures","11C(5)","Count of 11C(5) disclosures","11D(1)","Count of 11D(1) disclosures","11D(2)","Count of 11D(2) disclosures","11D(3)","Count of 11D(3) disclosures","11D(4)","Count of 11D(4) disclosures","11D(5)","Count of 11D(5) disclosures","11E(1)","Count of 11E(1) disclosures","11E(2)","Count of 11E(2) disclosures","11E(3)","Count of 11E(3) disclosures","11E(4)","Count of 11E(4) disclosures","11F","Count of 11F disclosures","11G","Count of 11G disclosures","11H(1)(a)","Count of 11H(1)(a) disclosures","11H(1)(b)","Count of 11H(1)(b) disclosures","11H(1)(c)","Count of 11H(1)(c) disclosures","11H(2)","Count of 11H(2) disclosures","12A","12B(1)","12B(2)","12C(1)","12C(2)"
"SFRO","284959","","","802-127721","ERA","","","HIGHGEAR VENTURES MANAGEMENT, LLC","HIGHGEAR VENTURES MANAGEMENT, LLC","ONE EMBARCADERO CENTER","SUITE 1200","SAN FRANCISCO","CA","United States","94111","N","650-743-3011","","0","","","","","","","","ERA - Active","03/23/2023","","06/25/2025","10/2021","Y","https://www.linkedin.com/company/highgear-ventures","2","333 BUSH STREET, STE. 2300","SUITE 2300","SAN FRANCISCO","CA","United States","94104","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","CA","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   4","N","N","","N","","Y","1","N","","N","","N","","Y","3","            98,731,585.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"DRO","340593","","","802-135388","ERA","","","PIONEER GLOBAL INVESTMENTS LTD.","PIONEER GLOBAL INVESTMENTS LTD.","3190 SOUTH VAUGHN WAY","","AURORA","CO","United States","80014","N","3322138533","0","0","","","","","","","","ERA - Active","01/23/2026","","01/23/2026","10/2021","N","","0","","","","","","","0","N","N","N","","","N","Y","N","Corporation","","DECEMBER","CO","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","           100,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","313308","","","802-120930","ERA","","","TRILL IMPACT ADVISORY GMBH","TRILL IMPACT ADVISORY GMBH","FÄRBERGRABEN 16","","MUNICH","","Germany","80331","N","49 17 28628779","","0","","","","","","","","ERA - Active","03/25/2021","","03/28/2025","10/2021","Y","https://www.linkedin.com/company/trill-impact/","2","","","","","","","0","N","N","N","","","N","Y","N","Other (specify)","GERMAN LIMITED COMPANY","DECEMBER","","Germany","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","2","0","0","Y","Y","Y","N","Y","                   2","N","N","","N","","Y","2","N","","N","","N","","N","","         1,155,556,674.00","                   2","N","                   1","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","331937","","","802-131181","ERA","","","SPECIALISED RESEARCH (UK)","SPECIALISED RESEARCH (UK) LTD","CENSEO HOUSE","6 ST PETERS ST","ST ALBANS","","United Kingdom","AL1 3LF","N","4401727223136","","0","","","","","","","","ERA - Active","08/26/2024","","03/03/2025","10/2021","N","","0","","","","","","","0","Y","N","N","","","N","Y","N","Corporation","","DECEMBER","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   1","Y","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"CHRO","165345","","","802-107565","ERA","","","MMF CAPITAL MANAGEMENT V LLC","MMF CAPITAL MANAGEMENT V LLC","55 WEST MONROE STREET","SUITE 3650","CHICAGO","IL","United States","60603","N","312-291-7300","312-345-0665","0","","","","","","","","ERA - Active","03/28/2016","","05/12/2025","10/2021","Y","HTTP://WWW.MMFCAPITAL.COM","2","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   4","N","N","","N","","Y","4","N","","N","","N","","N","","           388,360,245.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"BRO","310136","","","802-119733","ERA","","","CATCH POINT RIGHTS PARTNERS LP","CATCH POINT RIGHTS PARTNERS LP","68 HARRISON AVE","SUITE 605 PMB62732","BOSTON","MA","United States","02111-1929","N","212-971-9760","","3","","","","","","","","ERA - Active","10/05/2020","","03/27/2025","10/2021","Y","https://www.catchpointrights.com/","2","2777 N. STEMMONS FREEWAY","SUITE 1425","DALLAS","TX","United States","75207","1","N","N","N","","","N","Y","N","Limited Partnership","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","0","0","0","Y","Y","Y","Y","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","            35,457,241.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","319399","","","802-124835","ERA","","","VIEWPOINT VENTURES","VIEWPOINT VENTURES MANAGEMENT LLC","900 BROADWAY, SUITE 905","","NEW YORK","NY","United States","10003","N","833-787-6468","","0","","","","","","","","ERA - Active","03/30/2022","","03/26/2025","10/2021","Y","https://viewpoint.vc/","2","2420 17TH STREET","SUITE 240","DENVER","CO","United States","80202","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","           171,562,511.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","328555","","","802-129201","ERA","","","YLR MANAGEMENT LLC","YLR MANAGEMENT LLC","3 COLUMBUS CIRCLE","15TH FLOOR","NEW YORK","NY","United States","10019","N","646-584-5806","","0","","","","","","","","ERA - Active","11/13/2023","","04/09/2025","10/2021","N","","0","1 TRANS AM DRIVE","SUITE 400","OAKBROOK TERRACE","IL","United States","60181","1","N","N","N","","2549003QM0OVGIXMB096","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            42,576,195.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","330745","","","802-131582","ERA","80274761","1","DRAPER FISHER JURVETSON GOTHAM MANAGEMENT, LLC","DRAPER FISHER JURVETSON GOTHAM MANAGEMENT, LLC","44 SOUTH BROADWAY","SUITE 100","WHITE PLAINS","NY","United States","10601","N","2122793980","","0","","","","","","","","ERA - Active","11/06/2024","","11/06/2024","10/2021","Y","http://www.gothamvc.com","1","95 N STATE ROUTE 17","SUITE 304","PARAMUS","NJ","United States","07652","1","N","N","N","","134083116","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","MANAGEMENT COMPANY OF A VENTURE CAPITAL FUND","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","N","Y","Y","                   7","N","N","","N","","N","","N","","N","","Y","7","N","","            73,627,386.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","289165","","","802-111076","ERA","1949229","1","KUOS INVESTMENT II LLC","KUOS INVESTMENT II LLC","555 HAMILTON AVENUE, STE 100","","PALO ALTO","CA","United States","94301","N","(669)649-1080","","0","","","","","","","","ERA - Active","08/01/2017","","04/17/2025","10/2021","Y","http://www.uphonestcapital.com","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","CA","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   7","N","N","","N","","N","","N","","N","","Y","7","N","","           213,550,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","324020","","","802-129073","ERA","","","FORT ROSS VENTURES","FORT ROSS VENTURES ISRAEL LTD","11-27 AMOS OZ","","HERZLIYA","","Israel","4651641","N","972 54-464-0684","","0","","","","","","","","ERA - Active","10/17/2023","","03/30/2025","10/2021","Y","https://twitter.com/FortRoss_VC","4","25 SPYROU ARAOUZOU","BERENGARIA 25, 5TH FLOOR","LIMASSOL","","Cyprus","3036","1","N","N","N","","","Y","N","N","Corporation","","DECEMBER","","Israel","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","4","0","0","Y","N","Y","Y","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   5","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","322087","","","802-127519","ERA","","","TREASURY FUND MANAGEMENT LLC","TREASURY FUND MANAGEMENT LLC","99 HUDSON STREET","10TH FLOOR","NEW YORK","NY","United States","10013","N","516-603-9394","","0","","","","","","","","ERA - Active","02/22/2023","","03/31/2025","10/2021","Y","https://www.linkedin.com/company/thetreasury/","2","333 BUSH STREET","FL 23, STE. 2300","SAN FRANCISCO","CA","United States","94104","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   2","N","N","","N","","N","","N","","N","","Y","2","N","","            82,419,664.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","297626","","","802-113903","ERA","","","TEAM8","TEAM8 LABS LTD.","TOTZERET HAARETZ 7","","TEL-AVIV","","Israel","6789104","N","+972 73 331 8066","","0","488 MADISON AVE","","NEW YORK","NY","United States","10022","N","ERA - Active","07/27/2018","","03/25/2025","10/2021","Y","https://www.linkedin.com/company/team8group/","4","","","","","","","0","N","N","N","","","Y","N","N","Other (specify)","ISRAELI COMPANY","DECEMBER","","Israel","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","15","0","0","Y","N","Y","Y","Y","                  15","N","N","","N","","N","","N","","N","","Y","15","N","","           782,983,596.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","298029","","","802-114455","ERA","","","ACP VENTURE CAPITAL MANAGEMENT FUND LLC","ACP VENTURE CAPITAL MANAGEMENT FUND LLC","205 OSER AVENUE","SUITE A","HAUPPAUGE","NY","United States","11788","N","631-316-8132","","0","","","","","","","","ERA - Active","11/16/2018","","03/28/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","1","Y","N","Y","N","Y","                  12","N","Y","12","N","","N","","N","","N","","N","","N","","           106,368,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","Y","1","N","0","Y","1","Y","1","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","289087","","","802-110962","ERA","","","WORK-BENCH MANAGEMENT, LLC","WORK-BENCH MANAGEMENT, LLC","915 BROADWAY","SUITE 1200","NEW YORK","NY","United States","10010","N","(732) 807-5083","","0","","","","","","","","ERA - Active","06/30/2017","","03/31/2025","10/2021","Y","HTTPS://WWW.WORK-BENCH.COM","5","","","","","","","0","N","N","N","","","Y","N","Y","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                  11","N","N","","N","","N","","N","","N","","Y","11","N","","           564,474,273.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"FWRO","308938","","","802-118979","ERA","","","RIVERWALK CAPITAL III, LLC","RIVERWALK CAPITAL III, LLC","110 EAST HOUSTON STREET","3RD FLOOR","SAN ANTONIO","TX","United States","78205","N","210-865-3782","","0","","","","","","","","ERA - Active","05/27/2020","","05/08/2025","10/2021","Y","https://geekdomfund.com/","2","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","TX","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","            31,138,416.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","160900","","","802-74930","ERA","","","GROWTH CAPITAL PARTNERS","GROWTH CAPITAL PARTNERS LLP","SMITHSON PLAZA","25 ST JAMES ST","LONDON","","United Kingdom","SW1A 1HA","N","44 207 024 9800","44 207 691 7878","0","","","","","","","","ERA - Active","03/27/2012","","07/15/2025","10/2021","Y","HTTPS://WWW.GROWTHCAPITAL.CO.UK","3","","","","","","","0","Y","N","N","","","N","Y","N","Limited Liability Partnership","","MARCH","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   6","N","N","","N","","Y","6","N","","N","","N","","N","","           546,517,152.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"CHRO","162652","","","802-127437","ERA","","","MILL CITY CAPITAL, L.P.","MILL CITY CAPITAL, L.P.","227 COLFAX AVE N","","MINNEAPOLIS","MN","United States","55405","N","612-238-9500","","0","1161 WAYZATA BLVD E","#407","WAYZATA","MN","United States","55391","N","ERA - Active","02/07/2023","","05/05/2025","10/2021","Y","HTTP://WWW.MILLCITYCAPITAL.COM","1","220 CAMBIE STREET","2ND FLOOR","VANCOUVER","","Canada","V6B 2M9","1","N","N","N","","","N","Y","N","Limited Partnership","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   3","N","N","","N","","Y","3","N","","N","","N","","N","","            78,460,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","314513","","","802-121303","ERA","1872766","1","FIFTHDELTA LIMITED","FIFTHDELTA LIMITED","15 SACKVILLE STREET","","LONDON","","United Kingdom","W1S 3DJ","N","442039895556","","0","","","","","","","","ERA - Active","04/26/2021","","10/06/2025","10/2021","Y","https://www.linkedin.com/company/fifthdelta/about/","2","C/O MORGAN STANLEY FUND SERVICES (IRELAND) LIMITED","THE OBSERVATORY, 7-11 SIR JOHN ROGERSON'S QUAY","DUBLIN","","Ireland","DUBLIN 2","4","Y","N","N","","213800WJOKU5HSEOIQ31","N","Y","N","Corporation","","DECEMBER","","United Kingdom","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","Y","Y","1","N","","N","","N","","N","","N","","N","","           645,443,948.00","                   2","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","324735","","","802-127651","ERA","","","PROCURITAS VII ADVISORY AB","PROCURITAS VII ADVISORY AB","JAKOBSBERGSGATAN 2","","STOCKHOLM","","Sweden","111 44","N","46850614300","46 8 506 143 44","0","","","","","","","","ERA - Active","03/14/2023","","03/24/2025","10/2021","Y","HTTPS://WWW.LINKEDIN.COM/COMPANY/PROCURITAS-AB","2","VASAGATAN 36","","STOCKHOLM","","Sweden","SE111 20","1","Y","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","","Sweden","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","4","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","           215,896,324.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
